,identifiers,origin,title
1356,deut2328,europa/deutschl/boehme,deut2328
1357,deut2472,europa/deutschl/boehme,deut2472
1358,deut2314,europa/deutschl/boehme,deut2314
1359,deut2300,europa/deutschl/boehme,deut2300
1360,deut2466,europa/deutschl/boehme,deut2466
1361,deut2506,europa/deutschl/boehme,deut2506
1362,deut2274,europa/deutschl/boehme,deut2274
1363,deut2512,europa/deutschl/boehme,deut2512
1364,deut2923,europa/deutschl/boehme,deut2923
1365,deut2937,europa/deutschl/boehme,deut2937
1366,deut2738,europa/deutschl/boehme,deut2738
1367,deut2704,europa/deutschl/boehme,deut2704
1368,deut2710,europa/deutschl/boehme,deut2710
1369,deut2709,europa/deutschl/boehme,deut2709
1370,deut2735,europa/deutschl/boehme,deut2735
1371,deut2721,europa/deutschl/boehme,deut2721
1372,deut2912,europa/deutschl/boehme,deut2912
1373,deut2906,europa/deutschl/boehme,deut2906
1374,deut2279,europa/deutschl/boehme,deut2279
1375,deut2537,europa/deutschl/boehme,deut2537
1376,deut2523,europa/deutschl/boehme,deut2523
1377,deut2292,europa/deutschl/boehme,deut2292
1378,deut2286,europa/deutschl/boehme,deut2286
1379,deut2319,europa/deutschl/boehme,deut2319
1380,deut2443,europa/deutschl/boehme,deut2443
1381,deut2325,europa/deutschl/boehme,deut2325
1382,deut2331,europa/deutschl/boehme,deut2331
1383,deut2457,europa/deutschl/boehme,deut2457
1384,deut2480,europa/deutschl/boehme,deut2480
1385,deut2494,europa/deutschl/boehme,deut2494
1386,deut2669,europa/deutschl/boehme,deut2669
1387,deut2899,europa/deutschl/boehme,deut2899
1388,deut2641,europa/deutschl/boehme,deut2641
1389,deut2655,europa/deutschl/boehme,deut2655
1390,deut2866,europa/deutschl/boehme,deut2866
1391,deut2872,europa/deutschl/boehme,deut2872
1392,deut2682,europa/deutschl/boehme,deut2682
1393,deut2696,europa/deutschl/boehme,deut2696
1394,deut2697,europa/deutschl/boehme,deut2697
1395,deut2683,europa/deutschl/boehme,deut2683
1396,deut2873,europa/deutschl/boehme,deut2873
1397,deut2867,europa/deutschl/boehme,deut2867
1398,deut2654,europa/deutschl/boehme,deut2654
1399,deut2640,europa/deutschl/boehme,deut2640
1400,deut2898,europa/deutschl/boehme,deut2898
1401,deut2668,europa/deutschl/boehme,deut2668
1402,deut2495,europa/deutschl/boehme,deut2495
1403,deut2481,europa/deutschl/boehme,deut2481
1404,deut2330,europa/deutschl/boehme,deut2330
1405,deut2456,europa/deutschl/boehme,deut2456
1406,deut2442,europa/deutschl/boehme,deut2442
1407,deut2324,europa/deutschl/boehme,deut2324
1408,deut2318,europa/deutschl/boehme,deut2318
1409,deut2287,europa/deutschl/boehme,deut2287
1410,deut2293,europa/deutschl/boehme,deut2293
1411,deut2522,europa/deutschl/boehme,deut2522
1412,deut2536,europa/deutschl/boehme,deut2536
1413,deut2278,europa/deutschl/boehme,deut2278
1414,deut2907,europa/deutschl/boehme,deut2907
1415,deut2913,europa/deutschl/boehme,deut2913
1416,deut2720,europa/deutschl/boehme,deut2720
1417,deut2734,europa/deutschl/boehme,deut2734
1418,deut2708,europa/deutschl/boehme,deut2708
1419,deut2722,europa/deutschl/boehme,deut2722
1420,deut2736,europa/deutschl/boehme,deut2736
1421,deut2905,europa/deutschl/boehme,deut2905
1422,deut2911,europa/deutschl/boehme,deut2911
1423,deut2939,europa/deutschl/boehme,deut2939
1424,deut2508,europa/deutschl/boehme,deut2508
1425,deut2520,europa/deutschl/boehme,deut2520
1426,deut2534,europa/deutschl/boehme,deut2534
1427,deut2285,europa/deutschl/boehme,deut2285
1428,deut2291,europa/deutschl/boehme,deut2291
1429,deut2468,europa/deutschl/boehme,deut2468
1430,deut2454,europa/deutschl/boehme,deut2454
1431,deut2332,europa/deutschl/boehme,deut2332
1432,deut2326,europa/deutschl/boehme,deut2326
1433,deut2440,europa/deutschl/boehme,deut2440
1434,deut2497,europa/deutschl/boehme,deut2497
1435,deut2483,europa/deutschl/boehme,deut2483
1436,deut2656,europa/deutschl/boehme,deut2656
1437,deut2642,europa/deutschl/boehme,deut2642
1438,deut2871,europa/deutschl/boehme,deut2871
1439,deut2865,europa/deutschl/boehme,deut2865
1440,deut2695,europa/deutschl/boehme,deut2695
1441,deut2681,europa/deutschl/boehme,deut2681
1442,deut2859,europa/deutschl/boehme,deut2859
1443,deut2858,europa/deutschl/boehme,deut2858
1444,deut2680,europa/deutschl/boehme,deut2680
1445,deut2694,europa/deutschl/boehme,deut2694
1446,deut2864,europa/deutschl/boehme,deut2864
1447,deut2870,europa/deutschl/boehme,deut2870
1448,deut2643,europa/deutschl/boehme,deut2643
1449,deut2657,europa/deutschl/boehme,deut2657
1450,deut2482,europa/deutschl/boehme,deut2482
1451,deut2496,europa/deutschl/boehme,deut2496
1452,deut2327,europa/deutschl/boehme,deut2327
1453,deut2441,europa/deutschl/boehme,deut2441
1454,deut2455,europa/deutschl/boehme,deut2455
1455,deut2333,europa/deutschl/boehme,deut2333
1456,deut2469,europa/deutschl/boehme,deut2469
1457,deut2290,europa/deutschl/boehme,deut2290
1458,deut2284,europa/deutschl/boehme,deut2284
1459,deut2535,europa/deutschl/boehme,deut2535
1460,deut2521,europa/deutschl/boehme,deut2521
1461,deut2509,europa/deutschl/boehme,deut2509
1462,deut2938,europa/deutschl/boehme,deut2938
1463,deut2910,europa/deutschl/boehme,deut2910
1464,deut2904,europa/deutschl/boehme,deut2904
1465,deut2737,europa/deutschl/boehme,deut2737
1466,deut2723,europa/deutschl/boehme,deut2723
1467,deut2727,europa/deutschl/boehme,deut2727
1468,deut2733,europa/deutschl/boehme,deut2733
1469,deut2928,europa/deutschl/boehme,deut2928
1470,deut2900,europa/deutschl/boehme,deut2900
1471,deut2914,europa/deutschl/boehme,deut2914
1472,deut2525,europa/deutschl/boehme,deut2525
1473,deut2531,europa/deutschl/boehme,deut2531
1474,deut2519,europa/deutschl/boehme,deut2519
1475,deut2280,europa/deutschl/boehme,deut2280
1476,deut2294,europa/deutschl/boehme,deut2294
1477,deut2337,europa/deutschl/boehme,deut2337
1478,deut2451,europa/deutschl/boehme,deut2451
1479,deut2445,europa/deutschl/boehme,deut2445
1480,deut2323,europa/deutschl/boehme,deut2323
1481,deut2479,europa/deutschl/boehme,deut2479
1482,deut2492,europa/deutschl/boehme,deut2492
1483,deut2486,europa/deutschl/boehme,deut2486
1484,deut2653,europa/deutschl/boehme,deut2653
1485,deut2647,europa/deutschl/boehme,deut2647
1486,deut2690,europa/deutschl/boehme,deut2690
1487,deut2848,europa/deutschl/boehme,deut2848
1488,deut2684,europa/deutschl/boehme,deut2684
1489,deut2874,europa/deutschl/boehme,deut2874
1490,deut2860,europa/deutschl/boehme,deut2860
1491,deut2861,europa/deutschl/boehme,deut2861
1492,deut2875,europa/deutschl/boehme,deut2875
1493,deut2685,europa/deutschl/boehme,deut2685
1494,deut2849,europa/deutschl/boehme,deut2849
1495,deut2691,europa/deutschl/boehme,deut2691
1496,deut2646,europa/deutschl/boehme,deut2646
1497,deut2652,europa/deutschl/boehme,deut2652
1498,deut2487,europa/deutschl/boehme,deut2487
1499,deut2493,europa/deutschl/boehme,deut2493
1500,deut2478,europa/deutschl/boehme,deut2478
1501,deut2444,europa/deutschl/boehme,deut2444
1502,deut2322,europa/deutschl/boehme,deut2322
1503,deut2336,europa/deutschl/boehme,deut2336
1504,deut2450,europa/deutschl/boehme,deut2450
1505,deut2295,europa/deutschl/boehme,deut2295
1506,deut2281,europa/deutschl/boehme,deut2281
1507,deut2518,europa/deutschl/boehme,deut2518
1508,deut2530,europa/deutschl/boehme,deut2530
1509,deut2524,europa/deutschl/boehme,deut2524
1510,deut2915,europa/deutschl/boehme,deut2915
1511,deut2901,europa/deutschl/boehme,deut2901
1512,deut2929,europa/deutschl/boehme,deut2929
1513,deut2732,europa/deutschl/boehme,deut2732
1514,deut2726,europa/deutschl/boehme,deut2726
1515,deut2730,europa/deutschl/boehme,deut2730
1516,deut2724,europa/deutschl/boehme,deut2724
1517,deut2718,europa/deutschl/boehme,deut2718
1518,deut2917,europa/deutschl/boehme,deut2917
1519,deut2903,europa/deutschl/boehme,deut2903
1520,deut2532,europa/deutschl/boehme,deut2532
1521,deut2526,europa/deutschl/boehme,deut2526
1522,deut2297,europa/deutschl/boehme,deut2297
1523,deut2283,europa/deutschl/boehme,deut2283
1524,deut2320,europa/deutschl/boehme,deut2320
1525,deut2446,europa/deutschl/boehme,deut2446
1526,deut2452,europa/deutschl/boehme,deut2452
1527,deut2334,europa/deutschl/boehme,deut2334
1528,deut2308,europa/deutschl/boehme,deut2308
1529,deut2485,europa/deutschl/boehme,deut2485
1530,deut2491,europa/deutschl/boehme,deut2491
1531,deut2644,europa/deutschl/boehme,deut2644
1532,deut2888,europa/deutschl/boehme,deut2888
1533,deut2650,europa/deutschl/boehme,deut2650
1534,deut2678,europa/deutschl/boehme,deut2678
1535,deut2687,europa/deutschl/boehme,deut2687
1536,deut2693,europa/deutschl/boehme,deut2693
1537,deut2863,europa/deutschl/boehme,deut2863
1538,deut2877,europa/deutschl/boehme,deut2877
1539,deut2876,europa/deutschl/boehme,deut2876
1540,deut2862,europa/deutschl/boehme,deut2862
1541,deut2692,europa/deutschl/boehme,deut2692
1542,deut2686,europa/deutschl/boehme,deut2686
1543,deut2679,europa/deutschl/boehme,deut2679
1544,deut2651,europa/deutschl/boehme,deut2651
1545,deut2889,europa/deutschl/boehme,deut2889
1546,deut2645,europa/deutschl/boehme,deut2645
1547,deut2490,europa/deutschl/boehme,deut2490
1548,deut2484,europa/deutschl/boehme,deut2484
1549,deut2309,europa/deutschl/boehme,deut2309
1550,deut2453,europa/deutschl/boehme,deut2453
1551,deut2335,europa/deutschl/boehme,deut2335
1552,deut2321,europa/deutschl/boehme,deut2321
1553,deut2447,europa/deutschl/boehme,deut2447
1554,deut2282,europa/deutschl/boehme,deut2282
1555,deut2296,europa/deutschl/boehme,deut2296
1556,deut2527,europa/deutschl/boehme,deut2527
1557,deut2533,europa/deutschl/boehme,deut2533
1558,deut2902,europa/deutschl/boehme,deut2902
1559,deut2916,europa/deutschl/boehme,deut2916
1560,deut2719,europa/deutschl/boehme,deut2719
1561,deut2725,europa/deutschl/boehme,deut2725
1562,deut2731,europa/deutschl/boehme,deut2731
1563,deut2756,europa/deutschl/boehme,deut2756
1564,deut2742,europa/deutschl/boehme,deut2742
1565,deut2971,europa/deutschl/boehme,deut2971
1566,deut2965,europa/deutschl/boehme,deut2965
1567,deut2795,europa/deutschl/boehme,deut2795
1568,deut2959,europa/deutschl/boehme,deut2959
1569,deut2781,europa/deutschl/boehme,deut2781
1570,deut2568,europa/deutschl/boehme,deut2568
1571,deut2554,europa/deutschl/boehme,deut2554
1572,deut2540,europa/deutschl/boehme,deut2540
1573,deut2597,europa/deutschl/boehme,deut2597
1574,deut2583,europa/deutschl/boehme,deut2583
1575,deut2408,europa/deutschl/boehme,deut2408
1576,deut2346,europa/deutschl/boehme,deut2346
1577,deut2420,europa/deutschl/boehme,deut2420
1578,deut2434,europa/deutschl/boehme,deut2434
1579,deut2352,europa/deutschl/boehme,deut2352
1580,deut2385,europa/deutschl/boehme,deut2385
1581,deut2391,europa/deutschl/boehme,deut2391
1582,deut2622,europa/deutschl/boehme,deut2622
1583,deut2636,europa/deutschl/boehme,deut2636
1584,deut2805,europa/deutschl/boehme,deut2805
1585,deut2811,europa/deutschl/boehme,deut2811
1586,deut2839,europa/deutschl/boehme,deut2839
1587,deut2838,europa/deutschl/boehme,deut2838
1588,deut2810,europa/deutschl/boehme,deut2810
1589,deut2804,europa/deutschl/boehme,deut2804
1590,deut2637,europa/deutschl/boehme,deut2637
1591,deut2623,europa/deutschl/boehme,deut2623
1592,deut2390,europa/deutschl/boehme,deut2390
1593,deut2384,europa/deutschl/boehme,deut2384
1594,deut2435,europa/deutschl/boehme,deut2435
1595,deut2353,europa/deutschl/boehme,deut2353
1596,deut2347,europa/deutschl/boehme,deut2347
1597,deut2421,europa/deutschl/boehme,deut2421
1598,deut2409,europa/deutschl/boehme,deut2409
1599,deut2582,europa/deutschl/boehme,deut2582
1600,deut2596,europa/deutschl/boehme,deut2596
1601,deut2541,europa/deutschl/boehme,deut2541
1602,deut2555,europa/deutschl/boehme,deut2555
1603,deut2569,europa/deutschl/boehme,deut2569
1604,deut2780,europa/deutschl/boehme,deut2780
1605,deut2958,europa/deutschl/boehme,deut2958
1606,deut2794,europa/deutschl/boehme,deut2794
1607,deut2964,europa/deutschl/boehme,deut2964
1608,deut2970,europa/deutschl/boehme,deut2970
1609,deut2743,europa/deutschl/boehme,deut2743
1610,deut2757,europa/deutschl/boehme,deut2757
1611,deut2769,europa/deutschl/boehme,deut2769
1612,deut2741,europa/deutschl/boehme,deut2741
1613,deut2755,europa/deutschl/boehme,deut2755
1614,deut2966,europa/deutschl/boehme,deut2966
1615,deut2972,europa/deutschl/boehme,deut2972
1616,deut2782,europa/deutschl/boehme,deut2782
1617,deut2796,europa/deutschl/boehme,deut2796
1618,deut2543,europa/deutschl/boehme,deut2543
1619,deut2557,europa/deutschl/boehme,deut2557
1620,deut2580,europa/deutschl/boehme,deut2580
1621,deut2594,europa/deutschl/boehme,deut2594
1622,deut2379,europa/deutschl/boehme,deut2379
1623,deut2351,europa/deutschl/boehme,deut2351
1624,deut2437,europa/deutschl/boehme,deut2437
1625,deut2423,europa/deutschl/boehme,deut2423
1626,deut2345,europa/deutschl/boehme,deut2345
1627,deut2392,europa/deutschl/boehme,deut2392
1628,deut2386,europa/deutschl/boehme,deut2386
1629,deut2609,europa/deutschl/boehme,deut2609
1630,deut2635,europa/deutschl/boehme,deut2635
1631,deut2621,europa/deutschl/boehme,deut2621
1632,deut2812,europa/deutschl/boehme,deut2812
1633,deut2806,europa/deutschl/boehme,deut2806
1634,deut2807,europa/deutschl/boehme,deut2807
1635,deut2813,europa/deutschl/boehme,deut2813
1636,deut2620,europa/deutschl/boehme,deut2620
1637,deut2634,europa/deutschl/boehme,deut2634
1638,deut2608,europa/deutschl/boehme,deut2608
1639,deut2387,europa/deutschl/boehme,deut2387
1640,deut2393,europa/deutschl/boehme,deut2393
1641,deut2422,europa/deutschl/boehme,deut2422
1642,deut2344,europa/deutschl/boehme,deut2344
1643,deut2350,europa/deutschl/boehme,deut2350
1644,deut2436,europa/deutschl/boehme,deut2436
1645,deut2378,europa/deutschl/boehme,deut2378
1646,deut2595,europa/deutschl/boehme,deut2595
1647,deut2581,europa/deutschl/boehme,deut2581
1648,deut2556,europa/deutschl/boehme,deut2556
1649,deut2542,europa/deutschl/boehme,deut2542
1650,deut2797,europa/deutschl/boehme,deut2797
1651,deut2783,europa/deutschl/boehme,deut2783
1652,deut2973,europa/deutschl/boehme,deut2973
1653,deut2967,europa/deutschl/boehme,deut2967
1654,deut2754,europa/deutschl/boehme,deut2754
1655,deut2740,europa/deutschl/boehme,deut2740
1656,deut2768,europa/deutschl/boehme,deut2768
1657,deut2744,europa/deutschl/boehme,deut2744
1658,deut2750,europa/deutschl/boehme,deut2750
1659,deut2778,europa/deutschl/boehme,deut2778
1660,deut2787,europa/deutschl/boehme,deut2787
1661,deut2793,europa/deutschl/boehme,deut2793
1662,deut2963,europa/deutschl/boehme,deut2963
1663,deut2546,europa/deutschl/boehme,deut2546
1664,deut2552,europa/deutschl/boehme,deut2552
1665,deut2585,europa/deutschl/boehme,deut2585
1666,deut2591,europa/deutschl/boehme,deut2591
1667,deut2432,europa/deutschl/boehme,deut2432
1668,deut2354,europa/deutschl/boehme,deut2354
1669,deut2340,europa/deutschl/boehme,deut2340
1670,deut2426,europa/deutschl/boehme,deut2426
1671,deut2368,europa/deutschl/boehme,deut2368
1672,deut2397,europa/deutschl/boehme,deut2397
1673,deut2383,europa/deutschl/boehme,deut2383
1674,deut2630,europa/deutschl/boehme,deut2630
1675,deut2624,europa/deutschl/boehme,deut2624
1676,deut2618,europa/deutschl/boehme,deut2618
1677,deut2817,europa/deutschl/boehme,deut2817
1678,deut2803,europa/deutschl/boehme,deut2803
1679,deut2802,europa/deutschl/boehme,deut2802
1680,deut2816,europa/deutschl/boehme,deut2816
1681,deut2619,europa/deutschl/boehme,deut2619
1682,deut2625,europa/deutschl/boehme,deut2625
1683,deut2631,europa/deutschl/boehme,deut2631
1684,deut2382,europa/deutschl/boehme,deut2382
1685,deut2396,europa/deutschl/boehme,deut2396
1686,deut2369,europa/deutschl/boehme,deut2369
1687,deut2341,europa/deutschl/boehme,deut2341
1688,deut2427,europa/deutschl/boehme,deut2427
1689,deut2433,europa/deutschl/boehme,deut2433
1690,deut2355,europa/deutschl/boehme,deut2355
1691,deut2590,europa/deutschl/boehme,deut2590
1692,deut2584,europa/deutschl/boehme,deut2584
1693,deut2553,europa/deutschl/boehme,deut2553
1694,deut2547,europa/deutschl/boehme,deut2547
1695,deut2962,europa/deutschl/boehme,deut2962
1696,deut2792,europa/deutschl/boehme,deut2792
1697,deut2786,europa/deutschl/boehme,deut2786
1698,deut2779,europa/deutschl/boehme,deut2779
1699,deut2751,europa/deutschl/boehme,deut2751
1700,deut2745,europa/deutschl/boehme,deut2745
1701,deut2753,europa/deutschl/boehme,deut2753
1702,deut2747,europa/deutschl/boehme,deut2747
1703,deut2948,europa/deutschl/boehme,deut2948
1704,deut2790,europa/deutschl/boehme,deut2790
1705,deut2784,europa/deutschl/boehme,deut2784
1706,deut2974,europa/deutschl/boehme,deut2974
1707,deut2960,europa/deutschl/boehme,deut2960
1708,deut2551,europa/deutschl/boehme,deut2551
1709,deut2545,europa/deutschl/boehme,deut2545
1710,deut2579,europa/deutschl/boehme,deut2579
1711,deut2592,europa/deutschl/boehme,deut2592
1712,deut2586,europa/deutschl/boehme,deut2586
1713,deut2425,europa/deutschl/boehme,deut2425
1714,deut2343,europa/deutschl/boehme,deut2343
1715,deut2357,europa/deutschl/boehme,deut2357
1716,deut2431,europa/deutschl/boehme,deut2431
1717,deut2419,europa/deutschl/boehme,deut2419
1718,deut2380,europa/deutschl/boehme,deut2380
1719,deut2394,europa/deutschl/boehme,deut2394
1720,deut2627,europa/deutschl/boehme,deut2627
1721,deut2633,europa/deutschl/boehme,deut2633
1722,deut2828,europa/deutschl/boehme,deut2828
1723,deut2800,europa/deutschl/boehme,deut2800
1724,deut2814,europa/deutschl/boehme,deut2814
1725,deut2815,europa/deutschl/boehme,deut2815
1726,deut2801,europa/deutschl/boehme,deut2801
1727,deut2829,europa/deutschl/boehme,deut2829
1728,deut2632,europa/deutschl/boehme,deut2632
1729,deut2626,europa/deutschl/boehme,deut2626
1730,deut2395,europa/deutschl/boehme,deut2395
1731,deut2381,europa/deutschl/boehme,deut2381
1732,deut2418,europa/deutschl/boehme,deut2418
1733,deut2356,europa/deutschl/boehme,deut2356
1734,deut2430,europa/deutschl/boehme,deut2430
1735,deut2424,europa/deutschl/boehme,deut2424
1736,deut2342,europa/deutschl/boehme,deut2342
1737,deut2587,europa/deutschl/boehme,deut2587
1738,deut2593,europa/deutschl/boehme,deut2593
1739,deut2578,europa/deutschl/boehme,deut2578
1740,deut2544,europa/deutschl/boehme,deut2544
1741,deut2550,europa/deutschl/boehme,deut2550
1742,deut2961,europa/deutschl/boehme,deut2961
1743,deut2975,europa/deutschl/boehme,deut2975
1744,deut2785,europa/deutschl/boehme,deut2785
1745,deut2791,europa/deutschl/boehme,deut2791
1746,deut2949,europa/deutschl/boehme,deut2949
1747,deut2746,europa/deutschl/boehme,deut2746
1748,deut2752,europa/deutschl/boehme,deut2752
1749,kindr139,europa/deutschl/kinder,kindr139
1750,kindr105,europa/deutschl/kinder,kindr105
1751,kindr111,europa/deutschl/kinder,kindr111
1752,kindr059,europa/deutschl/kinder,kindr059
1753,kindr071,europa/deutschl/kinder,kindr071
1754,kindr065,europa/deutschl/kinder,kindr065
1755,kindr064,europa/deutschl/kinder,kindr064
1756,kindr070,europa/deutschl/kinder,kindr070
1757,kindr058,europa/deutschl/kinder,kindr058
1758,kindr110,europa/deutschl/kinder,kindr110
1759,kindr104,europa/deutschl/kinder,kindr104
1760,kindr138,europa/deutschl/kinder,kindr138
1761,kindr112,europa/deutschl/kinder,kindr112
1762,kindr106,europa/deutschl/kinder,kindr106
1763,kindr066,europa/deutschl/kinder,kindr066
1764,kindr072,europa/deutschl/kinder,kindr072
1765,kindr099,europa/deutschl/kinder,kindr099
1766,kindr098,europa/deutschl/kinder,kindr098
1767,kindr073,europa/deutschl/kinder,kindr073
1768,kindr067,europa/deutschl/kinder,kindr067
1769,kindr107,europa/deutschl/kinder,kindr107
1770,kindr113,europa/deutschl/kinder,kindr113
1771,kindr117,europa/deutschl/kinder,kindr117
1772,kindr103,europa/deutschl/kinder,kindr103
1773,kindr063,europa/deutschl/kinder,kindr063
1774,kindr077,europa/deutschl/kinder,kindr077
1775,kindr088,europa/deutschl/kinder,kindr088
1776,kindr089,europa/deutschl/kinder,kindr089
1777,kindr076,europa/deutschl/kinder,kindr076
1778,kindr062,europa/deutschl/kinder,kindr062
1779,kindr102,europa/deutschl/kinder,kindr102
1780,kindr116,europa/deutschl/kinder,kindr116
1781,kindr100,europa/deutschl/kinder,kindr100
1782,kindr114,europa/deutschl/kinder,kindr114
1783,kindr128,europa/deutschl/kinder,kindr128
1784,kindr074,europa/deutschl/kinder,kindr074
1785,kindr060,europa/deutschl/kinder,kindr060
1786,kindr048,europa/deutschl/kinder,kindr048
1787,kindr049,europa/deutschl/kinder,kindr049
1788,kindr061,europa/deutschl/kinder,kindr061
1789,kindr075,europa/deutschl/kinder,kindr075
1790,kindr129,europa/deutschl/kinder,kindr129
1791,kindr115,europa/deutschl/kinder,kindr115
1792,kindr101,europa/deutschl/kinder,kindr101
1793,kindr166,europa/deutschl/kinder,kindr166
1794,kindr172,europa/deutschl/kinder,kindr172
1795,kindr199,europa/deutschl/kinder,kindr199
1796,kindr210,europa/deutschl/kinder,kindr210
1797,kindr204,europa/deutschl/kinder,kindr204
1798,kindr012,europa/deutschl/kinder,kindr012
1799,kindr006,europa/deutschl/kinder,kindr006
1800,kindr007,europa/deutschl/kinder,kindr007
1801,kindr013,europa/deutschl/kinder,kindr013
1802,kindr205,europa/deutschl/kinder,kindr205
1803,kindr211,europa/deutschl/kinder,kindr211
1804,kindr198,europa/deutschl/kinder,kindr198
1805,kindr173,europa/deutschl/kinder,kindr173
1806,kindr167,europa/deutschl/kinder,kindr167
1807,kindr159,europa/deutschl/kinder,kindr159
1808,kindr171,europa/deutschl/kinder,kindr171
1809,kindr165,europa/deutschl/kinder,kindr165
1810,kindr207,europa/deutschl/kinder,kindr207
1811,kindr213,europa/deutschl/kinder,kindr213
1812,kindr039,europa/deutschl/kinder,kindr039
1813,kindr005,europa/deutschl/kinder,kindr005
1814,kindr011,europa/deutschl/kinder,kindr011
1815,kindr010,europa/deutschl/kinder,kindr010
1816,kindr004,europa/deutschl/kinder,kindr004
1817,kindr038,europa/deutschl/kinder,kindr038
1818,kindr212,europa/deutschl/kinder,kindr212
1819,kindr206,europa/deutschl/kinder,kindr206
1820,kindr164,europa/deutschl/kinder,kindr164
1821,kindr170,europa/deutschl/kinder,kindr170
1822,kindr158,europa/deutschl/kinder,kindr158
1823,kindr174,europa/deutschl/kinder,kindr174
1824,kindr160,europa/deutschl/kinder,kindr160
1825,kindr148,europa/deutschl/kinder,kindr148
1826,kindr202,europa/deutschl/kinder,kindr202
1827,kindr014,europa/deutschl/kinder,kindr014
1828,kindr028,europa/deutschl/kinder,kindr028
1829,kindr029,europa/deutschl/kinder,kindr029
1830,kindr015,europa/deutschl/kinder,kindr015
1831,kindr001,europa/deutschl/kinder,kindr001
1832,kindr203,europa/deutschl/kinder,kindr203
1833,kindr149,europa/deutschl/kinder,kindr149
1834,kindr161,europa/deutschl/kinder,kindr161
1835,kindr175,europa/deutschl/kinder,kindr175
1836,kindr163,europa/deutschl/kinder,kindr163
1837,kindr177,europa/deutschl/kinder,kindr177
1838,kindr188,europa/deutschl/kinder,kindr188
1839,kindr201,europa/deutschl/kinder,kindr201
1840,kindr017,europa/deutschl/kinder,kindr017
1841,kindr003,europa/deutschl/kinder,kindr003
1842,kindr002,europa/deutschl/kinder,kindr002
1843,kindr016,europa/deutschl/kinder,kindr016
1844,kindr200,europa/deutschl/kinder,kindr200
1845,kindr189,europa/deutschl/kinder,kindr189
1846,kindr176,europa/deutschl/kinder,kindr176
1847,kindr162,europa/deutschl/kinder,kindr162
1848,kindr147,europa/deutschl/kinder,kindr147
1849,kindr153,europa/deutschl/kinder,kindr153
1850,kindr184,europa/deutschl/kinder,kindr184
1851,kindr190,europa/deutschl/kinder,kindr190
1852,kindr033,europa/deutschl/kinder,kindr033
1853,kindr027,europa/deutschl/kinder,kindr027
1854,kindr026,europa/deutschl/kinder,kindr026
1855,kindr032,europa/deutschl/kinder,kindr032
1856,kindr191,europa/deutschl/kinder,kindr191
1857,kindr185,europa/deutschl/kinder,kindr185
1858,kindr152,europa/deutschl/kinder,kindr152
1859,kindr146,europa/deutschl/kinder,kindr146
1860,kindr178,europa/deutschl/kinder,kindr178
1861,kindr150,europa/deutschl/kinder,kindr150
1862,kindr144,europa/deutschl/kinder,kindr144
1863,kindr193,europa/deutschl/kinder,kindr193
1864,kindr187,europa/deutschl/kinder,kindr187
1865,kindr018,europa/deutschl/kinder,kindr018
1866,kindr024,europa/deutschl/kinder,kindr024
1867,kindr030,europa/deutschl/kinder,kindr030
1868,kindr031,europa/deutschl/kinder,kindr031
1869,kindr025,europa/deutschl/kinder,kindr025
1870,kindr019,europa/deutschl/kinder,kindr019
1871,kindr186,europa/deutschl/kinder,kindr186
1872,kindr192,europa/deutschl/kinder,kindr192
1873,kindr145,europa/deutschl/kinder,kindr145
1874,kindr151,europa/deutschl/kinder,kindr151
1875,kindr179,europa/deutschl/kinder,kindr179
1876,kindr155,europa/deutschl/kinder,kindr155
1877,kindr141,europa/deutschl/kinder,kindr141
1878,kindr169,europa/deutschl/kinder,kindr169
1879,kindr196,europa/deutschl/kinder,kindr196
1880,kindr182,europa/deutschl/kinder,kindr182
1881,kindr021,europa/deutschl/kinder,kindr021
1882,kindr035,europa/deutschl/kinder,kindr035
1883,kindr009,europa/deutschl/kinder,kindr009
1884,kindr008,europa/deutschl/kinder,kindr008
1885,kindr034,europa/deutschl/kinder,kindr034
1886,kindr020,europa/deutschl/kinder,kindr020
1887,kindr183,europa/deutschl/kinder,kindr183
1888,kindr197,europa/deutschl/kinder,kindr197
1889,kindr168,europa/deutschl/kinder,kindr168
1890,kindr140,europa/deutschl/kinder,kindr140
1891,kindr154,europa/deutschl/kinder,kindr154
1892,kindr142,europa/deutschl/kinder,kindr142
1893,kindr156,europa/deutschl/kinder,kindr156
1894,kindr181,europa/deutschl/kinder,kindr181
1895,kindr195,europa/deutschl/kinder,kindr195
1896,kindr208,europa/deutschl/kinder,kindr208
1897,kindr036,europa/deutschl/kinder,kindr036
1898,kindr022,europa/deutschl/kinder,kindr022
1899,kindr023,europa/deutschl/kinder,kindr023
1900,kindr037,europa/deutschl/kinder,kindr037
1901,kindr209,europa/deutschl/kinder,kindr209
1902,kindr194,europa/deutschl/kinder,kindr194
1903,kindr180,europa/deutschl/kinder,kindr180
1904,kindr157,europa/deutschl/kinder,kindr157
1905,kindr143,europa/deutschl/kinder,kindr143
1906,kindr118,europa/deutschl/kinder,kindr118
1907,kindr124,europa/deutschl/kinder,kindr124
1908,kindr130,europa/deutschl/kinder,kindr130
1909,kindr078,europa/deutschl/kinder,kindr078
1910,kindr050,europa/deutschl/kinder,kindr050
1911,kindr044,europa/deutschl/kinder,kindr044
1912,kindr093,europa/deutschl/kinder,kindr093
1913,kindr087,europa/deutschl/kinder,kindr087
1914,kindr086,europa/deutschl/kinder,kindr086
