,identifiers,origin,title
1915,kindr092,europa/deutschl/kinder,kindr092
1916,kindr045,europa/deutschl/kinder,kindr045
1917,kindr051,europa/deutschl/kinder,kindr051
1918,kindr079,europa/deutschl/kinder,kindr079
1919,kindr131,europa/deutschl/kinder,kindr131
1920,kindr125,europa/deutschl/kinder,kindr125
1921,kindr119,europa/deutschl/kinder,kindr119
1922,kindr133,europa/deutschl/kinder,kindr133
1923,kindr127,europa/deutschl/kinder,kindr127
1924,kindr047,europa/deutschl/kinder,kindr047
1925,kindr053,europa/deutschl/kinder,kindr053
1926,kindr084,europa/deutschl/kinder,kindr084
1927,kindr090,europa/deutschl/kinder,kindr090
1928,kindr091,europa/deutschl/kinder,kindr091
1929,kindr085,europa/deutschl/kinder,kindr085
1930,kindr052,europa/deutschl/kinder,kindr052
1931,kindr046,europa/deutschl/kinder,kindr046
1932,kindr126,europa/deutschl/kinder,kindr126
1933,kindr132,europa/deutschl/kinder,kindr132
1934,kindr136,europa/deutschl/kinder,kindr136
1935,kindr122,europa/deutschl/kinder,kindr122
1936,kindr042,europa/deutschl/kinder,kindr042
1937,kindr056,europa/deutschl/kinder,kindr056
1938,kindr081,europa/deutschl/kinder,kindr081
1939,kindr095,europa/deutschl/kinder,kindr095
1940,kindr094,europa/deutschl/kinder,kindr094
1941,kindr080,europa/deutschl/kinder,kindr080
1942,kindr057,europa/deutschl/kinder,kindr057
1943,kindr043,europa/deutschl/kinder,kindr043
1944,kindr123,europa/deutschl/kinder,kindr123
1945,kindr137,europa/deutschl/kinder,kindr137
1946,kindr121,europa/deutschl/kinder,kindr121
1947,kindr135,europa/deutschl/kinder,kindr135
1948,kindr109,europa/deutschl/kinder,kindr109
1949,kindr055,europa/deutschl/kinder,kindr055
1950,kindr041,europa/deutschl/kinder,kindr041
1951,kindr069,europa/deutschl/kinder,kindr069
1952,kindr096,europa/deutschl/kinder,kindr096
1953,kindr082,europa/deutschl/kinder,kindr082
1954,kindr083,europa/deutschl/kinder,kindr083
1955,kindr097,europa/deutschl/kinder,kindr097
1956,kindr068,europa/deutschl/kinder,kindr068
1957,kindr040,europa/deutschl/kinder,kindr040
1958,kindr054,europa/deutschl/kinder,kindr054
1959,kindr108,europa/deutschl/kinder,kindr108
1960,kindr134,europa/deutschl/kinder,kindr134
1961,kindr120,europa/deutschl/kinder,kindr120
1962,deut5144,europa/deutschl/variant,deut5144
1963,deut5145,europa/deutschl/variant,deut5145
1964,deut5142,europa/deutschl/variant,deut5142
1965,deut5143,europa/deutschl/variant,deut5143
1966,deut5141,europa/deutschl/variant,deut5141
1967,deut5140,europa/deutschl/variant,deut5140
1968,deut5133,europa/deutschl/variant,deut5133
1969,deut5127,europa/deutschl/variant,deut5127
1970,deut5126,europa/deutschl/variant,deut5126
1971,deut5132,europa/deutschl/variant,deut5132
1972,deut5124,europa/deutschl/variant,deut5124
1973,deut5130,europa/deutschl/variant,deut5130
1974,deut5131,europa/deutschl/variant,deut5131
1975,deut5125,europa/deutschl/variant,deut5125
1976,deut5121,europa/deutschl/variant,deut5121
1977,deut5135,europa/deutschl/variant,deut5135
1978,deut5134,europa/deutschl/variant,deut5134
1979,deut5120,europa/deutschl/variant,deut5120
1980,deut5136,europa/deutschl/variant,deut5136
1981,deut5122,europa/deutschl/variant,deut5122
1982,deut5123,europa/deutschl/variant,deut5123
1983,deut5137,europa/deutschl/variant,deut5137
1984,deut5139,europa/deutschl/variant,deut5139
1985,deut5138,europa/deutschl/variant,deut5138
1986,deut5128,europa/deutschl/variant,deut5128
1987,deut5129,europa/deutschl/variant,deut5129
1988,deut3858,europa/deutschl/altdeu1,deut3858
1989,deut3870,europa/deutschl/altdeu1,deut3870
1990,deut3864,europa/deutschl/altdeu1,deut3864
1991,deut4058,europa/deutschl/altdeu1,deut4058
1992,deut4070,europa/deutschl/altdeu1,deut4070
1993,deut4064,europa/deutschl/altdeu1,deut4064
1994,deut3938,europa/deutschl/altdeu1,deut3938
1995,deut3904,europa/deutschl/altdeu1,deut3904
1996,deut3910,europa/deutschl/altdeu1,deut3910
1997,deut3911,europa/deutschl/altdeu1,deut3911
1998,deut3905,europa/deutschl/altdeu1,deut3905
1999,deut3939,europa/deutschl/altdeu1,deut3939
2000,deut4065,europa/deutschl/altdeu1,deut4065
2001,deut4071,europa/deutschl/altdeu1,deut4071
2002,deut4059,europa/deutschl/altdeu1,deut4059
2003,deut3865,europa/deutschl/altdeu1,deut3865
2004,deut3871,europa/deutschl/altdeu1,deut3871
2005,deut3859,europa/deutschl/altdeu1,deut3859
2006,deut3898,europa/deutschl/altdeu1,deut3898
2007,deut3867,europa/deutschl/altdeu1,deut3867
2008,deut3873,europa/deutschl/altdeu1,deut3873
2009,deut4067,europa/deutschl/altdeu1,deut4067
2010,deut4073,europa/deutschl/altdeu1,deut4073
2011,deut3913,europa/deutschl/altdeu1,deut3913
2012,deut3907,europa/deutschl/altdeu1,deut3907
2013,deut3906,europa/deutschl/altdeu1,deut3906
2014,deut3912,europa/deutschl/altdeu1,deut3912
2015,deut4072,europa/deutschl/altdeu1,deut4072
2016,deut4066,europa/deutschl/altdeu1,deut4066
2017,deut3872,europa/deutschl/altdeu1,deut3872
2018,deut3866,europa/deutschl/altdeu1,deut3866
2019,deut3899,europa/deutschl/altdeu1,deut3899
2020,deut3889,europa/deutschl/altdeu1,deut3889
2021,deut3862,europa/deutschl/altdeu1,deut3862
2022,deut3876,europa/deutschl/altdeu1,deut3876
2023,deut4062,europa/deutschl/altdeu1,deut4062
2024,deut4076,europa/deutschl/altdeu1,deut4076
2025,deut3916,europa/deutschl/altdeu1,deut3916
2026,deut3902,europa/deutschl/altdeu1,deut3902
2027,deut3903,europa/deutschl/altdeu1,deut3903
2028,deut3917,europa/deutschl/altdeu1,deut3917
2029,deut4077,europa/deutschl/altdeu1,deut4077
2030,deut4063,europa/deutschl/altdeu1,deut4063
2031,deut3877,europa/deutschl/altdeu1,deut3877
2032,deut3863,europa/deutschl/altdeu1,deut3863
2033,deut3888,europa/deutschl/altdeu1,deut3888
2034,deut3875,europa/deutschl/altdeu1,deut3875
2035,deut3861,europa/deutschl/altdeu1,deut3861
2036,deut3849,europa/deutschl/altdeu1,deut3849
2037,deut4075,europa/deutschl/altdeu1,deut4075
2038,deut4061,europa/deutschl/altdeu1,deut4061
2039,deut4049,europa/deutschl/altdeu1,deut4049
2040,deut3901,europa/deutschl/altdeu1,deut3901
2041,deut3915,europa/deutschl/altdeu1,deut3915
2042,deut3929,europa/deutschl/altdeu1,deut3929
2043,deut3928,europa/deutschl/altdeu1,deut3928
2044,deut3914,europa/deutschl/altdeu1,deut3914
2045,deut3900,europa/deutschl/altdeu1,deut3900
2046,deut4048,europa/deutschl/altdeu1,deut4048
2047,deut4060,europa/deutschl/altdeu1,deut4060
2048,deut4074,europa/deutschl/altdeu1,deut4074
2049,deut3848,europa/deutschl/altdeu1,deut3848
2050,deut3860,europa/deutschl/altdeu1,deut3860
2051,deut3874,europa/deutschl/altdeu1,deut3874
2052,deut3813,europa/deutschl/altdeu1,deut3813
2053,deut3807,europa/deutschl/altdeu1,deut3807
2054,deut3998,europa/deutschl/altdeu1,deut3998
2055,deut4013,europa/deutschl/altdeu1,deut4013
2056,deut4007,europa/deutschl/altdeu1,deut4007
2057,deut3783,europa/deutschl/altdeu1,deut3783
2058,deut3797,europa/deutschl/altdeu1,deut3797
2059,deut3967,europa/deutschl/altdeu1,deut3967
2060,deut3973,europa/deutschl/altdeu1,deut3973
2061,deut3972,europa/deutschl/altdeu1,deut3972
2062,deut3966,europa/deutschl/altdeu1,deut3966
2063,deut3796,europa/deutschl/altdeu1,deut3796
2064,deut3782,europa/deutschl/altdeu1,deut3782
2065,deut4006,europa/deutschl/altdeu1,deut4006
2066,deut4012,europa/deutschl/altdeu1,deut4012
2067,deut3999,europa/deutschl/altdeu1,deut3999
2068,deut3806,europa/deutschl/altdeu1,deut3806
2069,deut3812,europa/deutschl/altdeu1,deut3812
2070,deut3838,europa/deutschl/altdeu1,deut3838
2071,deut3804,europa/deutschl/altdeu1,deut3804
2072,deut3810,europa/deutschl/altdeu1,deut3810
2073,deut4038,europa/deutschl/altdeu1,deut4038
2074,deut4004,europa/deutschl/altdeu1,deut4004
2075,deut4010,europa/deutschl/altdeu1,deut4010
2076,deut3794,europa/deutschl/altdeu1,deut3794
2077,deut3780,europa/deutschl/altdeu1,deut3780
2078,deut3958,europa/deutschl/altdeu1,deut3958
2079,deut3970,europa/deutschl/altdeu1,deut3970
2080,deut3964,europa/deutschl/altdeu1,deut3964
2081,deut3965,europa/deutschl/altdeu1,deut3965
2082,deut3971,europa/deutschl/altdeu1,deut3971
2083,deut3959,europa/deutschl/altdeu1,deut3959
2084,deut3781,europa/deutschl/altdeu1,deut3781
2085,deut3795,europa/deutschl/altdeu1,deut3795
2086,deut4011,europa/deutschl/altdeu1,deut4011
2087,deut4005,europa/deutschl/altdeu1,deut4005
2088,deut4039,europa/deutschl/altdeu1,deut4039
2089,deut3811,europa/deutschl/altdeu1,deut3811
2090,deut3805,europa/deutschl/altdeu1,deut3805
2091,deut3839,europa/deutschl/altdeu1,deut3839
2092,deut3801,europa/deutschl/altdeu1,deut3801
2093,deut3815,europa/deutschl/altdeu1,deut3815
2094,deut3829,europa/deutschl/altdeu1,deut3829
2095,deut4001,europa/deutschl/altdeu1,deut4001
2096,deut4015,europa/deutschl/altdeu1,deut4015
2097,deut4029,europa/deutschl/altdeu1,deut4029
2098,deut3975,europa/deutschl/altdeu1,deut3975
2099,deut3961,europa/deutschl/altdeu1,deut3961
2100,deut3791,europa/deutschl/altdeu1,deut3791
2101,deut3949,europa/deutschl/altdeu1,deut3949
2102,deut3785,europa/deutschl/altdeu1,deut3785
2103,deut3784,europa/deutschl/altdeu1,deut3784
2104,deut3948,europa/deutschl/altdeu1,deut3948
2105,deut3790,europa/deutschl/altdeu1,deut3790
2106,deut3960,europa/deutschl/altdeu1,deut3960
2107,deut3974,europa/deutschl/altdeu1,deut3974
2108,deut4028,europa/deutschl/altdeu1,deut4028
2109,deut4014,europa/deutschl/altdeu1,deut4014
2110,deut4000,europa/deutschl/altdeu1,deut4000
2111,deut3828,europa/deutschl/altdeu1,deut3828
2112,deut3814,europa/deutschl/altdeu1,deut3814
2113,deut3800,europa/deutschl/altdeu1,deut3800
2114,deut3816,europa/deutschl/altdeu1,deut3816
2115,deut3802,europa/deutschl/altdeu1,deut3802
2116,deut3779,europa/deutschl/altdeu1,deut3779
2117,deut4016,europa/deutschl/altdeu1,deut4016
2118,deut4002,europa/deutschl/altdeu1,deut4002
2119,deut3989,europa/deutschl/altdeu1,deut3989
2120,deut3962,europa/deutschl/altdeu1,deut3962
2121,deut3976,europa/deutschl/altdeu1,deut3976
2122,deut3786,europa/deutschl/altdeu1,deut3786
2123,deut3792,europa/deutschl/altdeu1,deut3792
2124,deut3793,europa/deutschl/altdeu1,deut3793
2125,deut3787,europa/deutschl/altdeu1,deut3787
2126,deut3977,europa/deutschl/altdeu1,deut3977
2127,deut3963,europa/deutschl/altdeu1,deut3963
2128,deut3988,europa/deutschl/altdeu1,deut3988
2129,deut4003,europa/deutschl/altdeu1,deut4003
2130,deut4017,europa/deutschl/altdeu1,deut4017
2131,deut3778,europa/deutschl/altdeu1,deut3778
2132,deut3803,europa/deutschl/altdeu1,deut3803
2133,deut3817,europa/deutschl/altdeu1,deut3817
2134,deut3832,europa/deutschl/altdeu1,deut3832
2135,deut3826,europa/deutschl/altdeu1,deut3826
2136,deut3775,europa/deutschl/altdeu1,deut3775
2137,deut3985,europa/deutschl/altdeu1,deut3985
2138,deut4032,europa/deutschl/altdeu1,deut4032
2139,deut3991,europa/deutschl/altdeu1,deut3991
2140,deut4026,europa/deutschl/altdeu1,deut4026
2141,deut3946,europa/deutschl/altdeu1,deut3946
2142,deut3952,europa/deutschl/altdeu1,deut3952
2143,deut3953,europa/deutschl/altdeu1,deut3953
2144,deut3947,europa/deutschl/altdeu1,deut3947
2145,deut4027,europa/deutschl/altdeu1,deut4027
2146,deut3990,europa/deutschl/altdeu1,deut3990
2147,deut4033,europa/deutschl/altdeu1,deut4033
2148,deut3984,europa/deutschl/altdeu1,deut3984
2149,deut3774,europa/deutschl/altdeu1,deut3774
2150,deut3827,europa/deutschl/altdeu1,deut3827
2151,deut3833,europa/deutschl/altdeu1,deut3833
2152,deut3819,europa/deutschl/altdeu1,deut3819
2153,deut3825,europa/deutschl/altdeu1,deut3825
2154,deut3831,europa/deutschl/altdeu1,deut3831
2155,deut4019,europa/deutschl/altdeu1,deut4019
2156,deut3776,europa/deutschl/altdeu1,deut3776
2157,deut3992,europa/deutschl/altdeu1,deut3992
2158,deut4025,europa/deutschl/altdeu1,deut4025
2159,deut3986,europa/deutschl/altdeu1,deut3986
2160,deut4031,europa/deutschl/altdeu1,deut4031
2161,deut3979,europa/deutschl/altdeu1,deut3979
2162,deut3789,europa/deutschl/altdeu1,deut3789
2163,deut3951,europa/deutschl/altdeu1,deut3951
2164,deut3945,europa/deutschl/altdeu1,deut3945
2165,deut3944,europa/deutschl/altdeu1,deut3944
2166,deut3950,europa/deutschl/altdeu1,deut3950
2167,deut3788,europa/deutschl/altdeu1,deut3788
2168,deut3978,europa/deutschl/altdeu1,deut3978
2169,deut4030,europa/deutschl/altdeu1,deut4030
2170,deut3987,europa/deutschl/altdeu1,deut3987
2171,deut4024,europa/deutschl/altdeu1,deut4024
2172,deut3993,europa/deutschl/altdeu1,deut3993
2173,deut3777,europa/deutschl/altdeu1,deut3777
2174,deut4018,europa/deutschl/altdeu1,deut4018
2175,deut3830,europa/deutschl/altdeu1,deut3830
2176,deut3824,europa/deutschl/altdeu1,deut3824
2177,deut3818,europa/deutschl/altdeu1,deut3818
2178,deut3820,europa/deutschl/altdeu1,deut3820
2179,deut3834,europa/deutschl/altdeu1,deut3834
2180,deut3808,europa/deutschl/altdeu1,deut3808
2181,deut3997,europa/deutschl/altdeu1,deut3997
2182,deut4020,europa/deutschl/altdeu1,deut4020
2183,deut3983,europa/deutschl/altdeu1,deut3983
2184,deut4034,europa/deutschl/altdeu1,deut4034
2185,deut3773,europa/deutschl/altdeu1,deut3773
2186,deut4008,europa/deutschl/altdeu1,deut4008
2187,deut3954,europa/deutschl/altdeu1,deut3954
2188,deut3798,europa/deutschl/altdeu1,deut3798
2189,deut3940,europa/deutschl/altdeu1,deut3940
2190,deut3968,europa/deutschl/altdeu1,deut3968
2191,deut3969,europa/deutschl/altdeu1,deut3969
2192,deut3941,europa/deutschl/altdeu1,deut3941
2193,deut3799,europa/deutschl/altdeu1,deut3799
2194,deut3955,europa/deutschl/altdeu1,deut3955
2195,deut4009,europa/deutschl/altdeu1,deut4009
2196,deut4035,europa/deutschl/altdeu1,deut4035
2197,deut3982,europa/deutschl/altdeu1,deut3982
2198,deut4021,europa/deutschl/altdeu1,deut4021
2199,deut3996,europa/deutschl/altdeu1,deut3996
2200,deut3809,europa/deutschl/altdeu1,deut3809
2201,deut3835,europa/deutschl/altdeu1,deut3835
2202,deut3821,europa/deutschl/altdeu1,deut3821
2203,deut3837,europa/deutschl/altdeu1,deut3837
2204,deut3823,europa/deutschl/altdeu1,deut3823
2205,deut3980,europa/deutschl/altdeu1,deut3980
2206,deut4037,europa/deutschl/altdeu1,deut4037
2207,deut3994,europa/deutschl/altdeu1,deut3994
2208,deut4023,europa/deutschl/altdeu1,deut4023
2209,deut3943,europa/deutschl/altdeu1,deut3943
2210,deut3957,europa/deutschl/altdeu1,deut3957
2211,deut3956,europa/deutschl/altdeu1,deut3956
2212,deut3942,europa/deutschl/altdeu1,deut3942
2213,deut4022,europa/deutschl/altdeu1,deut4022
2214,deut3995,europa/deutschl/altdeu1,deut3995
2215,deut4036,europa/deutschl/altdeu1,deut4036
2216,deut3981,europa/deutschl/altdeu1,deut3981
2217,deut3822,europa/deutschl/altdeu1,deut3822
2218,deut3836,europa/deutschl/altdeu1,deut3836
2219,deut3892,europa/deutschl/altdeu1,deut3892
2220,deut3886,europa/deutschl/altdeu1,deut3886
2221,deut3879,europa/deutschl/altdeu1,deut3879
2222,deut3851,europa/deutschl/altdeu1,deut3851
2223,deut3845,europa/deutschl/altdeu1,deut3845
2224,deut4079,europa/deutschl/altdeu1,deut4079
2225,deut4051,europa/deutschl/altdeu1,deut4051
2226,deut4045,europa/deutschl/altdeu1,deut4045
2227,deut3919,europa/deutschl/altdeu1,deut3919
2228,deut3925,europa/deutschl/altdeu1,deut3925
2229,deut3931,europa/deutschl/altdeu1,deut3931
2230,deut3930,europa/deutschl/altdeu1,deut3930
2231,deut3924,europa/deutschl/altdeu1,deut3924
2232,deut3918,europa/deutschl/altdeu1,deut3918
2233,deut4044,europa/deutschl/altdeu1,deut4044
2234,deut4050,europa/deutschl/altdeu1,deut4050
2235,deut4078,europa/deutschl/altdeu1,deut4078
2236,deut3844,europa/deutschl/altdeu1,deut3844
2237,deut3850,europa/deutschl/altdeu1,deut3850
2238,deut3878,europa/deutschl/altdeu1,deut3878
2239,deut3887,europa/deutschl/altdeu1,deut3887
2240,deut3893,europa/deutschl/altdeu1,deut3893
2241,deut3885,europa/deutschl/altdeu1,deut3885
2242,deut3891,europa/deutschl/altdeu1,deut3891
2243,deut3846,europa/deutschl/altdeu1,deut3846
2244,deut3852,europa/deutschl/altdeu1,deut3852
2245,deut4046,europa/deutschl/altdeu1,deut4046
2246,deut4052,europa/deutschl/altdeu1,deut4052
2247,deut3932,europa/deutschl/altdeu1,deut3932
2248,deut3926,europa/deutschl/altdeu1,deut3926
2249,deut3927,europa/deutschl/altdeu1,deut3927
2250,deut3933,europa/deutschl/altdeu1,deut3933
2251,deut4053,europa/deutschl/altdeu1,deut4053
2252,deut4047,europa/deutschl/altdeu1,deut4047
2253,deut3853,europa/deutschl/altdeu1,deut3853
2254,deut3847,europa/deutschl/altdeu1,deut3847
2255,deut3890,europa/deutschl/altdeu1,deut3890
2256,deut3884,europa/deutschl/altdeu1,deut3884
2257,deut3880,europa/deutschl/altdeu1,deut3880
2258,deut3894,europa/deutschl/altdeu1,deut3894
2259,deut3843,europa/deutschl/altdeu1,deut3843
2260,deut3857,europa/deutschl/altdeu1,deut3857
2261,deut4043,europa/deutschl/altdeu1,deut4043
2262,deut4057,europa/deutschl/altdeu1,deut4057
2263,deut4080,europa/deutschl/altdeu1,deut4080
2264,deut3937,europa/deutschl/altdeu1,deut3937
2265,deut3923,europa/deutschl/altdeu1,deut3923
2266,deut3922,europa/deutschl/altdeu1,deut3922
2267,deut3936,europa/deutschl/altdeu1,deut3936
2268,deut4081,europa/deutschl/altdeu1,deut4081
2269,deut4056,europa/deutschl/altdeu1,deut4056
2270,deut4042,europa/deutschl/altdeu1,deut4042
2271,deut3856,europa/deutschl/altdeu1,deut3856
2272,deut3842,europa/deutschl/altdeu1,deut3842
2273,deut3895,europa/deutschl/altdeu1,deut3895
2274,deut3881,europa/deutschl/altdeu1,deut3881
2275,deut3897,europa/deutschl/altdeu1,deut3897
2276,deut3883,europa/deutschl/altdeu1,deut3883
2277,deut3854,europa/deutschl/altdeu1,deut3854
2278,deut3840,europa/deutschl/altdeu1,deut3840
2279,deut3868,europa/deutschl/altdeu1,deut3868
2280,deut4054,europa/deutschl/altdeu1,deut4054
2281,deut4040,europa/deutschl/altdeu1,deut4040
2282,deut4068,europa/deutschl/altdeu1,deut4068
2283,deut3920,europa/deutschl/altdeu1,deut3920
2284,deut3934,europa/deutschl/altdeu1,deut3934
2285,deut3908,europa/deutschl/altdeu1,deut3908
2286,deut3909,europa/deutschl/altdeu1,deut3909
2287,deut3935,europa/deutschl/altdeu1,deut3935
2288,deut3921,europa/deutschl/altdeu1,deut3921
2289,deut4069,europa/deutschl/altdeu1,deut4069
2290,deut4041,europa/deutschl/altdeu1,deut4041
2291,deut4055,europa/deutschl/altdeu1,deut4055
2292,deut3869,europa/deutschl/altdeu1,deut3869
2293,deut3841,europa/deutschl/altdeu1,deut3841
2294,deut3855,europa/deutschl/altdeu1,deut3855
2295,deut3882,europa/deutschl/altdeu1,deut3882
2296,deut3896,europa/deutschl/altdeu1,deut3896
2297,deut5024,europa/deutschl/zuccal,deut5024
2298,deut5030,europa/deutschl/zuccal,deut5030
2299,deut5018,europa/deutschl/zuccal,deut5018
2300,deut4886,europa/deutschl/zuccal,deut4886
2301,deut4892,europa/deutschl/zuccal,deut4892
2302,deut4662,europa/deutschl/zuccal,deut4662
2303,deut4676,europa/deutschl/zuccal,deut4676
2304,deut4845,europa/deutschl/zuccal,deut4845
2305,deut4689,europa/deutschl/zuccal,deut4689
2306,deut4851,europa/deutschl/zuccal,deut4851
2307,deut4879,europa/deutschl/zuccal,deut4879
2308,deut4716,europa/deutschl/zuccal,deut4716
2309,deut4702,europa/deutschl/zuccal,deut4702
2310,deut4931,europa/deutschl/zuccal,deut4931
2311,deut4925,europa/deutschl/zuccal,deut4925
2312,deut4919,europa/deutschl/zuccal,deut4919
2313,deut4528,europa/deutschl/zuccal,deut4528
2314,deut4514,europa/deutschl/zuccal,deut4514
2315,deut4515,europa/deutschl/zuccal,deut4515
2316,deut4529,europa/deutschl/zuccal,deut4529
2317,deut4918,europa/deutschl/zuccal,deut4918
2318,deut4924,europa/deutschl/zuccal,deut4924
2319,deut4930,europa/deutschl/zuccal,deut4930
2320,deut4703,europa/deutschl/zuccal,deut4703
2321,deut4717,europa/deutschl/zuccal,deut4717
2322,deut4878,europa/deutschl/zuccal,deut4878
2323,deut4850,europa/deutschl/zuccal,deut4850
2324,deut4688,europa/deutschl/zuccal,deut4688
2325,deut4844,europa/deutschl/zuccal,deut4844
2326,deut4677,europa/deutschl/zuccal,deut4677
